line	2	4	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92
cry1:CAB (3)	9547824.75	8884611	7644881.75	6104217.25	4972849.25	4372147.25	3902154	3418898.5	2930145.5	2819582.25	3459278.75	4489990.25	5577060	6256783.25	5948577	5365362.75	4641274.75	3938203.25	3412616.5	2950563.5	2561680.5	2434365.75	2775770.25	3493089.75	4322032.5	4919998.5	5122314.75	4926448.5	4532448.75	3974979.25	3449605.5	2980352	2626171.5	2464063.5	2651658.75	3062673.75	3699641.5	4285086.5	4575131.5	4573078.75	4346631.25	4015550	3631893	3266345.25	2897201.75	2625116.75
cry1:CAB (3)	1.38E+07	1.30E+07	1.16E+07	9291807.25	7270529.25	6187277.25	5383404	4720768.5	4026765.5	3862972.25	4886128.75	6594170.25	8459150	9738563.25	9382407	8503312.75	7351384.75	6180283.25	5305586.5	4568213.5	3893380.5	3596115.75	4028440.25	5176319.75	6583602.5	7670578.5	8044864.75	7700348.5	7077538.75	6234749.25	5488655.5	4792752	4188221.5	3823673.5	3943788.75	4558303.75	5626641.5	6718556.5	7363991.5	7488318.75	7096421.25	6597630	5965023	5366545.25	4788571.75	4296621.75
cry1:CAB (4)	7843164.75	7256681	6619531.75	5431847.25	4505149.25	4080827.25	3766334	3422358.5	2955515.5	2720802.25	3120938.75	3854250.25	4519060	4981323.25	4934647	4634632.75	4088664.75	3530393.25	3155986.5	2832533.5	2491950.5	2328255.75	2557630.25	3108119.75	3670432.5	4121498.5	4352134.75	4290848.5	4040898.75	3657259.25	3265935.5	2907442	2622931.5	2457323.5	2539328.75	2816333.75	3253551.5	3648536.5	3904311.5	3938708.75	3805811.25	3617850	3358183	3133195.25	2875251.75	2678026.75
cry1:CAB (4)	1.23E+07	1.10E+07	9472011.75	7169687.25	5204079.25	4103967.25	3360764	2702938.5	2198235.5	2195952.25	3137728.75	4483410.25	5703940	6651443.25	6808187	6371792.75	5390464.75	4338563.25	3522256.5	2852093.5	2328620.5	2155205.75	2504560.25	3371869.75	4375162.5	5298658.5	5964734.75	6093698.5	5727898.75	4992079.25	4182515.5	3458302	2891751.5	2592153.5	2729398.75	3191803.75	3977241.5	4789536.5	5443541.5	5763038.75	5762091.25	5450920	4913173	4354335.25	3720181.75	3272476.75
cry1:CAB (5)	1.20E+07	1.17E+07	1.04E+07	8478367.25	6103449.25	4731757.25	3772924	2976658.5	2396065.5	2327652.25	3198378.75	4695240.25	6321730	7438333.25	7260537	6536272.75	5448324.75	4301883.25	3441386.5	2763833.5	2245970.5	2072515.75	2456590.25	3446229.75	4731252.5	5923088.5	6466194.75	6300238.5	5821678.75	5067069.25	4246775.5	3462512	2818851.5	2433393.5	2516758.75	3031063.75	3911881.5	4811586.5	5416101.5	5609818.75	5444681.25	5059010	4506483	3958905.25	3394411.75	2827681.75
cry1:CAB (5)	1.27E+07	1.19E+07	9936411.75	8018607.25	6363139.25	5230187.25	4260944	3449458.5	2885095.5	2772742.25	3663308.75	5243770.25	7076690	8295973.25	8192567	7633242.75	6743054.75	5689303.25	4846396.5	4063523.5	3368480.5	3073055.75	3375710.25	4226219.75	5315942.5	6216898.5	6567654.75	6424818.5	6038878.75	5459849.25	4865455.5	4194042	3589181.5	3219693.5	3212748.75	3473723.75	4067571.5	4615216.5	4969341.5	5092098.75	4990471.25	4778420	4442593	4010235.25	3589661.75	3180386.75
cry2:CAB (1)	2316014.75	2071141	2002791.75	1741167.25	1611249.25	1579617.25	1546924	1470408.5	1339955.5	1247352.25	1235738.75	1293920.25	1381600	1489683.25	1410877	1277952.75	1124394.75	1039963.25	1012466.5	979173.5	924500.5	862905.75	858230.25	917739.75	953452.5	969318.5	966634.75	906958.5	843568.75	788399.25	763115.5	729642	695541.5	671673.5	651098.75	648013.75	669521.5	685146.5	756401.5	860228.75	786251.25	704840	656363	629095.25	594921.75	607291.75
cry2:CAB (1)	5792714.75	5430031	5197791.75	4478257.25	3673539.25	3297967.25	3092454	2731888.5	2254385.5	1923792.25	2105558.75	2611170.25	3238740	3768803.25	3867527	3570212.75	3040864.75	2668053.25	2431856.5	2217303.5	1970510.5	1829035.75	1988560.25	2335419.75	2756402.5	3093818.5	3249914.75	3138648.5	2873038.75	2592149.25	2380495.5	2170942	1985651.5	1927263.5	2018718.75	2178263.75	2425061.5	2616406.5	2714211.5	2708938.75	2620531.25	2484780	2336213	2203695.25	2075781.75	2007726.75
cry2:CAB (2)	3498834.75	3328101	2996211.75	2389837.25	1827989.25	1584927.25	1404474	1223348.5	1000535.5	875482.25	991678.75	1345960.25	1799230	2155833.25	2167207	1935502.75	1592204.75	1322503.25	1162006.5	997763.5	857300.5	783815.75	860610.25	1055899.75	1311762.5	1525648.5	1618894.75	1563618.5	1418568.75	1251839.25	1111605.5	981182	862121.5	807273.5	833988.75	923713.75	1071291.5	1191976.5	1268631.5	1278328.75	1238921.25	1177600	1081843	992145.25	896201.75	844916.75
cry2:CAB (2)	4438664.75	4251421	3768181.75	2895987.25	2156319.25	1762667.25	1543184	1311608.5	1073295.5	953952.25	1151748.75	1636270.25	2218860	2626463.25	2584167	2250912.75	1821874.75	1485373.25	1274496.5	1083523.5	921560.5	858105.75	988320.25	1265789.75	1612512.5	1874168.5	1965944.75	1846968.5	1626998.75	1416129.25	1227485.5	1065682	935771.5	892443.5	972928.75	1118403.75	1328441.5	1494496.5	1557511.5	1521878.75	1437261.25	1339950	1229653	1099905.25	1000251.75	981666.75
cry2:CAB (3)	1.21E+07	1.24E+07	1.15E+07	9386507.25	7214999.25	6052307.25	5499154	4655258.5	3708725.5	3053702.25	3522818.75	4978670.25	6706380	8002473.25	8138667	7290172.75	5972114.75	4862313.25	4170686.5	3552383.5	2995810.5	2752665.75	3213020.25	4097909.75	5122662.5	5943488.5	6314674.75	6002488.5	5337068.75	4653069.25	4045605.5	3490112	3062931.5	2983003.5	3289448.75	3735843.75	4376711.5	4842286.5	5056071.5	5004918.75	4784051.25	4456000	4024713	3580055.25	3276001.75	3255476.75
cry2:CAB (3)	8333974.75	8494841	8277811.75	6966767.25	5445809.25	4654767.25	4232794	3570008.5	2875715.5	2399802.25	2751548.75	3838320.25	5100220	6156793.25	6406147	5850442.75	4833954.75	3991933.25	3426736.5	2890553.5	2418150.5	2228115.75	2611130.25	3341309.75	4146102.5	4837948.5	5171064.75	4914688.5	4441618.75	3961659.25	3436805.5	2971612	2586261.5	2511903.5	2779368.75	3154253.75	3688321.5	4118296.5	4334181.5	4319188.75	4147131.25	3845550	3459693	3073745.25	2762431.75	2753566.75
cry2:CAB (4)	1.00E+07	1.02E+07	9480911.75	7393257.25	5330449.25	4324327.25	3764214	2999948.5	2273675.5	1850342.25	2141208.75	3417800.25	5173490	6718883.25	7111387	6472462.75	5283314.75	4149573.25	3429696.5	2852453.5	2302890.5	1951415.75	2152500.25	2993759.75	4192972.5	5289098.5	5919344.75	5802058.5	5229138.75	4497259.25	3779675.5	3175082	2711491.5	2501303.5	2639248.75	3100063.75	3871151.5	4568806.5	4984451.5	5081308.75	4938041.25	4570980	4103753	3596805.25	3173671.75	3017776.75
cry2:CAB (4)	6920704.75	6828831	6227591.75	4934257.25	3733469.25	3077787.25	2693294	2201228.5	1743055.5	1492392.25	1850738.75	2973430.25	4500870	5802103.25	6105697	5470932.75	4428424.75	3553043.25	2945036.5	2436803.5	2011700.5	1855445.75	2217810.25	3039069.75	4034522.5	4845058.5	5195814.75	4960638.5	4461258.75	3836449.25	3217845.5	2733822	2366351.5	2236053.5	2423728.75	2809803.75	3383541.5	3848276.5	4091551.5	4124888.75	3993171.25	3707770	3306223	2875175.25	2573731.75	2521991.75
phyA-211:CAB (1)	2088204.75	2110801	2041521.75	1684627.25	1365119.25	1258097.25	1200574	1086048.5	908885.5	792422.25	856848.75	1096740.25	1441500	1708073.25	1740097	1553452.75	1271734.75	1074923.25	946386.5	828733.5	708350.5	650895.75	723300.25	881189.75	1114162.5	1273698.5	1330954.75	1248978.5	1118418.75	983819.25	866195.5	762252	674431.5	632773.5	669018.75	754303.75	886591.5	986306.5	1051841.5	1044668.75	999881.25	921330	835043	742075.25	688411.75	662181.75
phyA-211:CAB (1)	2645004.75	2726671	2607871.75	2133997.25	1590569.25	1324977.25	1170854	988548.5	783935.5	680812.25	826108.75	1182290.25	1636110	2026103.25	2094887	1850972.75	1467234.75	1174963.25	966826.5	793783.5	653720.5	637225.75	800480.25	1092689.75	1450542.5	1736668.5	1838644.75	1692518.5	1483918.75	1243629.25	1038845.5	851402	728731.5	715483.5	843548.75	1046193.75	1313071.5	1524456.5	1618521.5	1590238.75	1483521.25	1328430	1148893	995375.25	892311.75	913851.75
phyA-211:CAB (2)	4555194.75	4365251	4022331.75	3268917.25	2575069.25	2300387.25	2193334	2008398.5	1688855.5	1469112.25	1591428.75	2039660.25	2645670	3078093.25	3060647	2705892.75	2243364.75	1944243.25	1747266.5	1582513.5	1389880.5	1313685.75	1478510.25	1790939.75	2147582.5	2368408.5	2358204.75	2150678.5	1932908.75	1726719.25	1547945.5	1384672	1268851.5	1246563.5	1364758.75	1516383.75	1719641.5	1826506.5	1832851.5	1746218.75	1641551.25	1526240	1394963	1280045.25	1206291.75	1235756.75
phyA-211:CAB (2)	5021314.75	4896021	4352521.75	3504717.25	2662819.25	2233727.25	2041384	1812178.5	1493145.5	1292562.25	1486838.75	2054170.25	2755890	3231093.25	3170357	2781702.75	2282714.75	1897423.25	1656316.5	1442473.5	1253000.5	1171205.75	1333870.25	1668109.75	2072182.5	2342098.5	2365344.75	2174508.5	1931088.75	1696899.25	1495695.5	1325702	1196261.5	1172303.5	1279138.75	1452593.75	1681351.5	1835246.5	1870251.5	1792078.75	1672311.25	1539300	1379143	1252165.25	1164671.75	1175171.75
phyA-211:CAB (3)	5250584.75	5486491	5397611.75	4502797.25	3364509.25	2794017.25	2558834	2206548.5	1742235.5	1435462.25	1668808.75	2392780.25	3351970	4162083.25	4239447	3684842.75	2876464.75	2280723.25	1903516.5	1593183.5	1334270.5	1269165.75	1563330.25	2106959.75	2785122.5	3281128.5	3364574.75	3008748.5	2574358.75	2174889.25	1845535.5	1572412	1395161.5	1409473.5	1658688.75	2002653.75	2464431.5	2742996.5	2784311.5	2627998.75	2385281.25	2101510	1819123	1605355.25	1504321.75	1631186.75
phyA-211:CAB (3)	5733844.75	6141131	6066171.75	4969957.25	3587729.25	2850047.25	2526704	2099838.5	1621015.5	1333312.25	1622498.75	2472410.25	3556860	4458693.25	4572107	3947162.75	3001654.75	2292693.25	1867246.5	1527243.5	1264110.5	1238385.75	1627600.25	2285309.75	3046502.5	3608858.5	3695454.75	3241658.5	2684308.75	2191469.25	1813525.5	1516432	1311161.5	1345283.5	1666908.75	2122023.75	2683371.5	3077176.5	3129771.5	2888208.75	2542771.25	2187870	1847323	1599175.25	1462251.75	1622991.75
phyA-211:CAB (4)	3076214.75	3264831	3206081.75	2681267.25	2023819.25	1659637.25	1477344	1223528.5	953995.5	796732.25	891278.75	1268860.25	1809920	2322633.25	2453647	2201002.75	1756014.75	1399083.25	1168346.5	976893.5	802230.5	732935.75	847250.25	1129029.75	1511462.5	1827338.5	1935874.75	1791488.5	1573208.75	1341279.25	1132885.5	953662	825041.5	797013.5	896868.75	1084983.75	1351241.5	1540896.5	1620101.5	1578818.75	1484401.25	1336270	1169523	1028045.25	928701.75	940441.75
phyA-211:CAB (4)	3007254.75	3203961	3098221.75	2600707.25	2034499.25	1731147.25	1534954	1287508.5	1032255.5	878882.25	1011628.75	1481470.25	2141260	2775693.25	3006057	2755242.75	2219184.75	1799683.25	1523096.5	1262923.5	1043400.5	949545.75	1086620.25	1425569.75	1892162.5	2316078.5	2473934.75	2314238.5	2052388.75	1757969.25	1500285.5	1272102	1104281.5	1059663.5	1167838.75	1384623.75	1723561.5	1983386.5	2079461.5	2047608.75	1925961.25	1734710	1513423	1329375.25	1200961.75	1191766.75
phyB:CAB (1)	1379304.75	1485361	1368911.75	1204887.25	956719.25	828527.25	788764	724428.5	647405.5	584302.25	584328.75	700610.25	953850	1268973.25	1385827	1332262.75	1203334.75	1018413.25	856946.5	817203.5	702150.5	633875.75	697770.25	642919.75	674492.5	812198.5	972964.75	1003548.5	985928.75	882089.25	800725.5	699122	647391.5	588623.5	533878.75	501943.75	549611.5	596966.5	700151.5	793688.75	828961.25	808760	743663	700185.25	614901.75	520526.75
phyB:CAB (1)	2045414.75	2044741	1842411.75	1516317.25	1171769.25	954927.25	884484	779558.5	657605.5	570372.25	607338.75	757780.25	1062950	1379703.25	1501817	1416812.75	1192494.75	1116833.25	862016.5	725183.5	602310.5	519025.75	499040.25	578639.75	731402.5	937998.5	1101514.75	1149548.5	1052488.75	924179.25	809605.5	705372	624701.5	556303.5	514458.75	520273.75	595711.5	714106.5	846521.5	940028.75	956601.25	909590	810943	739055.25	658091.75	554061.75
phyB:CAB (3)	1933214.75	1886541	1643971.75	1286177.25	974239.25	804097.25	712364	627248.5	553525.5	506322.25	548648.75	693660.25	896120	1084983.25	1135477	1059472.75	903824.75	751383.25	638416.5	555373.5	479680.5	428365.75	434130.25	494399.75	596402.5	705868.5	789754.75	810978.5	772258.75	698109.25	617505.5	551282	485931.5	446943.5	425548.75	432053.75	476611.5	532146.5	585851.5	622968.75	633111.25	618180	580463	540785.25	497771.75	449291.75
phyB:CAB (3)	2140914.75	2114371	1867671.75	1476867.25	1133749.25	944097.25	840454	738208.5	649845.5	588812.25	640248.75	807630.25	1038880	1257593.25	1316077	1227762.75	1052314.75	886473.25	751916.5	656983.5	571170.5	514345.75	523700.25	594599.75	716282.5	836828.5	927784.75	942508.5	895928.75	808729.25	718705.5	640202	572701.5	526373.5	509448.75	522753.75	579341.5	642776.5	699121.5	731878.75	735811.25	712230	664613	619075.25	576591.75	527051.75
phyB:CAB (4)	2903424.75	2889491	2670221.75	2134527.25	1652289.25	1381227.25	1278774	1129498.5	973765.5	863402.25	923418.75	1163390.25	1550770	1940893.25	2102727	1986922.75	1705894.75	1447813.25	1277916.5	1155023.5	997920.5	874605.75	890890.25	999019.75	1224592.5	1486028.5	1669024.75	1664038.5	1534428.75	1356059.25	1203745.5	1076902	976571.5	886363.5	866768.75	898283.75	1025661.5	1172576.5	1289361.5	1334778.75	1295701.25	1230960	1129903	1040965.25	958651.75	876546.75
phyB:CAB (4)	2805824.75	2838161	2601361.75	2090827.25	1620229.25	1353277.25	1235034	1080478.5	919875.5	806172.25	863148.75	1110150.25	1489310	1869703.25	2010967	1895902.75	1629754.75	1385463.25	1204486.5	1052503.5	897070.5	787485.75	794650.25	917409.75	1143882.5	1402668.5	1590464.75	1609408.5	1478588.75	1318039.25	1170305.5	1033752	915141.5	837853.5	813088.75	856193.75	988281.5	1147976.5	1280211.5	1332908.75	1314921.25	1240300	1143263	1048035.25	956611.75	867331.75
phyB:CAB (5)	4856574.75	4807421	4756251.75	3958617.25	3050329.25	2659747.25	2453684	2050468.5	1586455.5	1295472.25	1461088.75	2048500.25	2845430	3574643.25	3758497	3343412.75	2660874.75	2183453.25	1880056.5	1571013.5	1301110.5	1246345.75	1477850.25	1919459.75	2460032.5	2842538.5	2904774.75	2655238.5	2340728.75	2010959.25	1722365.5	1454612	1295191.5	1318403.5	1523468.75	1786063.75	2115311.5	2278546.5	2275021.5	2163508.75	2014891.25	1843140	1644183	1489015.25	1429121.75	1547696.75
phyB:CAB (5)	4910364.75	5170781	5042121.75	4213307.25	3381379.25	2964817.25	2723674	2310428.5	1816825.5	1536272.25	1816268.75	2641910.25	3696530	4653603.25	4848247	4243942.75	3313484.75	2676283.25	2225926.5	1834403.5	1515160.5	1527475.75	1909250.25	2516639.75	3232622.5	3757808.5	3839944.75	3453298.5	3009068.75	2587129.25	2170275.5	1841102	1669821.5	1747043.5	2042778.75	2436393.75	2924131.5	3219636.5	3239311.5	3097508.75	2882731.25	2597070	2267083	2021945.25	1916861.75	2077461.75
cry1 cry2:CAB (2)	1484954.75	1449531	1361481.75	1133657.25	944849.25	823317.25	755304	670338.5	595905.5	526002.25	539498.75	651390.25	867580	1139303.25	1297217	1252262.75	1099184.75	925523.25	786906.5	682993.5	590850.5	508835.75	458730.25	460129.75	517082.5	618988.5	750874.75	829748.5	829448.75	759959.25	684735.5	609012	536121.5	474203.5	415578.75	382403.75	389091.5	427486.5	496221.5	577188.75	631251.25	642200	610573	584395.25	527641.75	456636.75
cry1 cry2:CAB (2)	2948334.75	2804071	2373581.75	1782827.25	1287249.25	1001877.25	837904	704918.5	602345.5	550762.25	620518.75	841000.25	1188670	1576183.25	1790817	1730032.75	1483914.75	1204733.25	967286.5	787043.5	634050.5	531855.75	506000.25	568149.75	712922.5	919238.5	1136954.75	1258038.5	1250558.75	1131159.25	983625.5	839702	698601.5	587433.5	516728.75	501253.75	550521.5	654506.5	783511.5	907608.75	994601.25	1014720	972593	885225.25	803831.75	663251.75
cry1 cry2:CAB (3)	2.07E+07	2.02E+07	1.83E+07	1.46E+07	1.13E+07	9430137.25	8204014	7017948.5	5962665.5	5293832.25	5549938.75	7232540.25	1.00E+07	1.29E+07	1.46E+07	1.42E+07	1.26E+07	1.05E+07	8878406.5	7615363.5	6376680.5	5322055.75	4708970.25	4991129.75	6365852.5	8396378.5	1.06E+07	1.19E+07	1.19E+07	1.10E+07	9762925.5	8540462	7443991.5	6452303.5	5620438.75	5241353.75	5720611.5	6804726.5	8221451.5	9548648.75	1.03E+07	1.02E+07	9588223	8885475.25	8032191.75	6820546.75
cry1 cry2:CAB (3)	1.29E+07	1.20E+07	1.10E+07	9149107.25	7630139.25	6737787.25	6266874	5763008.5	5160415.5	4582522.25	4527248.75	5283080.25	6680740	8168423.25	9112607	8988482.75	8155954.75	6982543.25	6035226.5	5436683.5	4847330.5	4288465.75	4021500.25	4183969.75	4891792.5	5910698.5	6960794.75	7559388.5	7451268.75	6888679.25	6181225.5	5564792	5058971.5	4622363.5	4273028.75	4145513.75	4364171.5	4827416.5	5392401.5	5902918.75	6107131.25	5997130	5606543	5271455.25	4927781.75	4454806.75
cry1 cry2:CAB (4)	6167184.75	5885061	5471551.75	4501697.25	3654169.25	3216607.25	2894114	2593588.5	2220325.5	1969422.25	2067508.75	2566150.25	3275950	3896943.25	4293927	4233442.75	3842044.75	3305063.25	2888906.5	2647563.5	2372860.5	2116685.75	2016450.25	2220459.75	2662972.5	3139358.5	3586974.75	3853358.5	3807938.75	3510779.25	3180595.5	2887962	2631931.5	2440403.5	2272018.75	2278233.75	2521901.5	2843896.5	3176001.5	3444458.75	3527491.25	3468960	3235733	2992325.25	2728101.75	2438516.75
cry1 cry2:CAB (4)	1.12E+07	1.02E+07	8794941.75	6709797.25	4656879.25	3541337.25	2901204	2324528.5	1886705.5	1652992.25	1902338.75	2774070.25	3895180	4881593.25	5512837	5640612.75	5138074.75	4351873.25	3666236.5	3143093.5	2658590.5	2275025.75	2201810.25	2560329.75	3241462.5	3997438.5	4771124.75	5268658.5	5336958.75	4923089.25	4356205.5	3814972	3304581.5	2899563.5	2655908.75	2711523.75	3101321.5	3629936.5	4190001.5	4694728.75	4923751.25	4881770	4606103	4266865.25	3801301.75	3212686.75
cry1 cry2:CAB (5)	1.25E+07	1.14E+07	9874511.75	7625097.25	5947939.25	4924997.25	4278194	3563568.5	2924915.5	2470312.25	2508418.75	3382580.25	4961230	6687163.25	7912817	8084422.75	7320254.75	6101263.25	4975766.5	4157603.5	3373090.5	2752815.75	2505690.25	2806139.75	3752102.5	5059008.5	6463224.75	7301158.5	7272158.75	6545349.25	5681675.5	4803412	4003441.5	3363183.5	2944758.75	2968813.75	3545641.5	4378136.5	5348031.5	6150188.75	6472131.25	6314520	5758013	5168255.25	4544411.75	3790546.75
cry1 cry2:CAB (5)	1.02E+07	9387631	9106511.75	7811367.25	7129049.25	6759567.25	6390454	5691618.5	4944625.5	4343732.25	4236658.75	4951750.25	6315260	7825273.25	8989997	9082552.75	8426984.75	7313353.25	6408486.5	5671653.5	4883900.5	4184125.75	3841760.25	4092529.75	4895322.5	5946168.5	7051384.75	7733708.5	7687708.75	7088009.25	6337625.5	5694342	5118821.5	4579813.5	4148958.75	3982643.75	4341451.5	4969906.5	5782601.5	6413938.75	6739151.25	6612020	6217723	5738445.25	5300331.75	4690291.75
WT:CCR2 (2)	2249164.75	1819391	1938901.75	4160767.25	6786629.25	6344727.25	5905174	5221178.5	4350215.5	3589452.25	2995438.75	2580310.25	2261710	2015433.25	1845537	2641592.75	4209044.75	4442383.25	4314916.5	3907413.5	3369200.5	2873565.75	2522320.25	2257219.75	2074672.5	1913618.5	1953844.75	2486148.5	3100318.75	3416079.25	3495415.5	3390162	3125631.5	2808713.5	2535548.75	2252843.75	2058721.5	1903756.5	1905441.5	2071938.75	2276521.25	2447600	2541853	2524065.25	2378761.75	2093486.75
WT:CCR2 (2)	1341624.75	1108401	1213171.75	3771997.25	7341779.25	7148647.25	6464664	5451478.5	4250775.5	3304672.25	2567808.75	2094310.25	1784960	1580213.25	1500147	2787902.75	5499074.75	5793863.25	5312336.5	4552683.5	3774280.5	3076615.75	2593490.25	2225649.75	1984742.5	1788928.5	1882964.75	2814328.5	3770088.75	4022639.25	3908295.5	3625562	3246711.5	2838953.5	2508458.75	2219023.75	1990191.5	1812086.5	1911231.5	2257198.75	2535001.25	2593920	2517113	2385035.25	2220231.75	1930796.75
WT:CCR2 (3)	621454.75	517891	531821.75	957587.25	1485649.25	1522147.25	1416614	1239038.5	1038105.5	891892.25	744178.75	648370.25	569860	510313.25	469537	545622.75	871294.75	1091803.25	1163006.5	1116423.5	1011920.5	867255.75	767320.25	685919.75	618062.5	559798.5	519424.75	537898.5	642678.75	771169.25	874545.5	928352	911941.5	854013.5	782578.75	703353.75	637141.5	576256.5	531761.5	512968.75	523951.25	557920	609623	657645.25	689441.75	674806.75
